Name Lbol Tbol dist Fbrg eFbrg Fbra eFbra Av eAv Abrg eAbrg Abra eAbra Lacc eLacc
j163135.6 0.14612802863121033 356.0 139.39999389648438 1.1531109809875488 0.29841846227645874 13.217368125915527 2.8084681034088135 35.76689147949219 5.163745880126953 4.9279255867004395 0.7114556431770325 2.7103590965270996 0.39130058884620667 0.5841628313064575 0.24292722344398499
j162730.1 0.08990511298179626 515.0 139.39999389648438 0.6104521751403809 0.2897987365722656 9.997303009033203 8.922992706298828 41.06599807739258 15.078323364257812 5.658031463623047 2.0774757862091064 3.11191725730896 1.1426117420196533 0.6367452144622803 0.8012651801109314
j163200.9 0.6532124876976013 121.0 139.39999389648438 0.3569337725639343 0.2746548056602478 9.310090065002441 3.6633670330047607 47.97844696044922 12.910676002502441 6.610421180725098 1.7788196802139282 3.6357316970825195 0.978350818157196 0.8755009174346924 0.5709104537963867
j162727.9 1.0211893320083618 158.0 139.39999389648438 1.8299376964569092 0.6864280700683594 16.134552001953125 3.624039888381958 31.870012283325195 6.640573024749756 4.391017436981201 0.9149313569068909 2.415059804916382 0.5032122731208801 0.5420681238174438 0.29904693365097046
j162726.9 0.471291720867157 232.0 139.39999389648438 1.086125373840332 0.5019563436508179 15.118311882019043 2.1807093620300293 38.65140914916992 7.323464870452881 5.325351238250732 1.0090194940567017 2.928943157196045 0.5549607276916504 0.7790907621383667 0.3083665072917938
j162721.7 0.03342375531792641 409.0 139.39999389648438 1.149960994720459 0.8522207736968994 11.004633903503418 3.5527539253234863 33.08647155761719 12.085628509521484 4.558619976043701 1.6651455163955688 2.5072410106658936 0.9158300161361694 0.36914142966270447 0.5244103074073792
j162709.4 1.2966651916503906 423.0 139.39999389648438 20.547019958496094 1.940816879272461 203.33102416992188 81.37377166748047 33.5844612121582 6.263253688812256 4.627232551574707 0.8629446625709534 2.544977903366089 0.4746195673942566 2.083085775375366 0.34414538741111755
j162702.3 0.6532124876976013 385.0 139.39999389648438 16.819049835205078 1.6785452365875244 135.31871032714844 14.74761962890625 30.51018714904785 2.5980348587036133 4.203662395477295 0.35795459151268005 2.31201434135437 0.19687502086162567 1.7220242023468018 0.12284126877784729
j162621.3 1.0211893320083618 242.0 139.39999389648438 5.0583672523498535 1.505160927772522 23.06097412109375 12.10841178894043 22.074113845825195 9.070378303527832 3.041348695755005 1.2497074604034424 1.6727418899536133 0.6873390674591064 0.35253778100013733 0.47757965326309204
cfht-19 -0.38721615076065063 406.0 130.5 1.0628149509429932 0.16147641837596893 5.627148628234863 0.16147641837596893 24.29568099975586 4.527825832366943 3.3474340438842773 0.6238391995429993 1.8410886526107788 0.3431115448474884 -0.45323458313941956 0.23296424746513367
l1489irs 0.6117233037948608 198.0 146.0 1.8104052543640137 2.5506174564361572 9.279815673828125 6.202486038208008 23.81462287902832 23.200939178466797 3.2811543941497803 3.196601629257202 1.804634928703308 1.7581309080123901 -0.05185682699084282 1.017154574394226
ssttau_041426.2_n 0.19033169746398926 453.0 130.5 13.498005867004395 1.8785009384155273 28.068201065063477 5.0639519691467285 10.415529251098633 3.6584999561309814 1.4350409507751465 0.5040643811225891 0.7892724871635437 0.27723538875579834 -0.08242008090019226 0.18154171109199524
ssttau_041426.2_s 0.1760912537574768 442.0 130.5 8.308379173278809 2.6733150482177734 9.54741096496582 5.177063941955566 1.6071643829345703 9.467001914978027 0.22143346071243286 1.3043538331985474 0.1217884048819542 0.7173946499824524 -1.0656237602233887 0.49632930755615234
ssttau_041430.5 -0.013228265568614006 604.0 130.5 3.4779164791107178 1.5883277654647827 6.966902732849121 2.438445568084717 9.860700607299805 8.657784461975098 1.3585971593856812 1.192860722541809 0.7472284436225891 0.6560733914375305 -0.9141573309898376 0.40547022223472595
ssttau_043232.0 -0.32975414395332336 299.0 131.0 1.1506277322769165 0.4231092631816864 2.6471433639526367 1.2676582336425781 11.916705131530762 9.074174880981445 1.641871452331543 1.2502304315567017 0.9030293226242065 0.6876267790794373 -1.3883841037750244 0.4610401690006256
ssttau_042111.4 -0.4584207534790039 332.0 130.5 2.143428087234497 0.5432604551315308 2.8952417373657227 0.9862934947013855 4.008035182952881 6.457513332366943 0.5522229671478271 0.8897095918655396 0.30372264981269836 0.48934027552604675 -1.6612827777862549 0.32804858684539795
ssttau_043935.1 0.3404441177845001 182.0 131.0 1.4523314237594604 0.2924017310142517 14.186360359191895 2.40212345123291 33.39126205444336 4.147039413452148 4.600613594055176 0.5713748335838318 2.5303375720977783 0.3142561614513397 0.4567948281764984 0.19470809400081635
